;roomType;roomPrice;roomURL;hostType;rating;countReviews;;Kitchen;Smoking allowed;Pool;Laundry room;Dryer;WiFi;Ethernet connection;TV;Pets Allowed;Patio;Crib;Bedroom 2;Baby bath;Unavailable: Lock on bedroom door;Sauna;Refrigerator;Waterfront;View;Long term stays allowed;Breakfast;Bedroom;Lock on bedroom door;High Chair;Lit path to the guest entrance;HDTV;Elevator;Accessible;Security Cameras;Bathroom;Smoke Alarm;EV Charger;Parking;Fire pit;Microwave;Washer;Luggage Dropoff Allowed;Air Conditioning;Hot Tub;Bathtub;Carbon Monoxide Alarm
516;Cabana;833.0;https://www.airbnb.com/rooms/598628746137539798?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_nqERkl%2BpKpbHam7n&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;4.97;177;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0
517;Cabana;742.0;https://www.airbnb.com/rooms/51060995?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_tAf19KZV5kF%2FVCCJ&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;4.93;105;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0
518;Loft;268.0;https://www.airbnb.com/rooms/928740992348483522?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_AnRlZ7p7B0MFLBKA&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;4.97;36;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
519;Microcasa;236.0;https://www.airbnb.com/rooms/983878883690505177?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_0%2B3fsHEzrYzWpKpS&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;superhost;4.59;27;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
520;Casa;399.0;https://www.airbnb.com/rooms/1041409376132847771?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_HSz8177ChCud9KsT&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;5.0;7;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
521;Casa;118.0;https://www.airbnb.com/rooms/672521204985558271?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_BX6ag4VuyVa3os%2Bw&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;no_class;4.73;113;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
522;Pousada;107.0;https://www.airbnb.com/rooms/674670432946081972?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_2mdg2zrqDL4a%2FfnV&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;no_class;4.71;97;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
523;Apartamento;83.0;https://www.airbnb.com/rooms/788635063806707320?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_AoUKQX2YRTcmc6DV&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;no_class;4.51;68;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1
524;Cabana;1.0;https://www.airbnb.com/rooms/1019010498906308892?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_xX9GUt56F0khsz9M&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;5.0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
525;Cabana;599.0;https://www.airbnb.com/rooms/927475917867026886?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_3haqbmBX2VQ2hbKy&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;4.98;43;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;Cabana;1.0;https://www.airbnb.com/rooms/998296203011578203?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234946_pRviNB%2BaQlmkWwCD&previous_page_section_name=1000&federated_search_id=820c5b9a-a480-454c-b191-d3e748fcb6c0;preferido;5.0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;Casa;451.0;https://www.airbnb.com/rooms/47213704?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_FeJwFYM1nrcw5b4i&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.86;43;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;Casa;107.0;https://www.airbnb.com/rooms/662422880030199000?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_oLhIGbLgddSBt%2BDw&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;no_class;4.72;87;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;Cabana;1.0;https://www.airbnb.com/rooms/1019010498906308892?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_ApA8rKOTXjPGj1bz&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;5.0;7;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
530;Chalé;376.0;https://www.airbnb.com/rooms/963251766039671965?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_Tk4LPKm9OT4ZFI9V&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.96;23;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
531;Casa;390.0;https://www.airbnb.com/rooms/752229620305968516?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_vfOifL6RlcF%2Fy24y&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;superhost;4.89;9;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
532;Chalé;339.0;https://www.airbnb.com/rooms/24683368?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_w9dFQI2wqBJr%2Fw5W&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.74;313;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
533;Quarto;89.0;https://www.airbnb.com/rooms/793682866509185628?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1555983406&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_I7NZXq6QMR6y5cmH&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;no_class;4.72;78;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
534;Cabana;1.0;https://www.airbnb.com/rooms/998296203011578203?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_z6KbUKbyL22%2B14zX&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;5.0;14;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
535;Quarto;84.0;https://www.airbnb.com/rooms/792188008157291203?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1554629144&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_aaix1%2FG%2FUB2vhYUv&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;no_class;4.62;68;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1
536;Chalé;315.0;https://www.airbnb.com/rooms/43729019?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_dqK9u4SpOh4UhawF&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.98;250;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
537;Quarto;405.0;https://www.airbnb.com/rooms/1002271876400333576?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1815862584&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_8%2BLQpolC9VuB%2FiDJ&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;5.0;12;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
538;Loft;268.0;https://www.airbnb.com/rooms/930459813632793272?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_m6MAPS8lMsVpnMA5&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.95;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;Chalé;288.0;https://www.airbnb.com/rooms/9694699?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_1jz%2BH9M8V%2FoK7Htn&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;superhost;4.83;201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;Chalé;344.0;https://www.airbnb.com/rooms/1085437905265574395?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_CR1RbuWvmWu2PDN6&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;5.0;7;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
541;Casa;103.0;https://www.airbnb.com/rooms/587533631197116278?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_s0kenq0ax%2FHQVbg6&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;no_class;4.67;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;Apartamento;473.0;https://www.airbnb.com/rooms/708044270512668885?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_V9sdjBcIawJCy5pk&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;5.0;38;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
543;Hotel;340.0;https://www.airbnb.com/rooms/25536799?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235101_fG4FOzxI2ss%2BAFAY&previous_page_section_name=1000&federated_search_id=11cd579f-140e-42e3-8ba4-6393c0878618;preferido;4.84;253;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
544;Chalé;782.0;https://www.airbnb.com/rooms/52765740?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_19fju8q2pyiYSzZZ&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.98;138;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;Apartamento;464.0;https://www.airbnb.com/rooms/698682363469354020?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_AViWsmIzrqhfBmvM&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.96;67;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0
546;Contêiner;635.0;https://www.airbnb.com/rooms/841982003323294404?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_ZlYKsV0hXaI46NRy&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.94;34;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
547;Lugar;106.0;https://www.airbnb.com/rooms/26871322?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_7jNQ6iX8950rlEwy&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;no_class;4.75;170;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1
548;Apartamento;418.0;https://www.airbnb.com/rooms/51174539?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_wlgT4kCg6xXHwek0&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.99;123;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
549;Casa;451.0;https://www.airbnb.com/rooms/46877833?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_tzcoY%2FoloILzLNpA&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.94;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;Cabana;742.0;https://www.airbnb.com/rooms/754400054660775951?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_qtl15%2BNP5eTJ5N9F&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.97;112;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0
551;Cabana;863.0;https://www.airbnb.com/rooms/1106061290940736358?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_JBOX6tiDCYY7mHEL&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;5.0;18;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1
552;Cabana;259.0;https://www.airbnb.com/rooms/1040007843063961694?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_snWlLayfdI20%2FOkW&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;5.0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553;Casa;171.0;https://www.airbnb.com/rooms/25514262?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_Z2%2F0rHo3sXvKO1Dx&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.84;110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
554;Apartamento;354.0;https://www.airbnb.com/rooms/33676557?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235112_2hHH9%2BlxFHIOJruh&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.99;135;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;Microcasa;232.0;https://www.airbnb.com/rooms/951422463559836427?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_yhtY2inVLJUstLw7&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;5.0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;Condomínio;425.0;https://www.airbnb.com/rooms/33738269?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_UNJ8JmvTKh7oMIfW&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;5.0;191;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;Casa;108.0;https://www.airbnb.com/rooms/662415435387797691?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_QOz6gy8ZV0%2FE13H3&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;no_class;4.63;126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;Loft;296.0;https://www.airbnb.com/rooms/937553176717393459?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_av17v4oFZkn3p%2FRD&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.92;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;Casa;347.0;https://www.airbnb.com/rooms/1095718979286328456?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_nFq%2Fy7wLFOuI%2BRXt&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;5.0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;Quarto;228.0;https://www.airbnb.com/rooms/37055618?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235113_JOQ%2FoUS%2F%2FFzukTEt&previous_page_section_name=1000&federated_search_id=e5a4ee2c-f3c1-4551-8cd5-acd573ca0047;preferido;4.94;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;;638.0;https://www.airbnb.com/rooms/671028345575587448?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_oI9vBQgEIjkqIA1Q&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.92;60;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
562;Chalé;410.0;https://www.airbnb.com/rooms/1031165155087983373?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_AfV2JPKI7xoORcd5&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;5.0;6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
563;Cabana;465.0;https://www.airbnb.com/rooms/54053931?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_3neMw7nnGQSKPbn9&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.88;90;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
564;Microcasa;508.0;https://www.airbnb.com/rooms/48179205?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_iuNqKXS2AoJ1ca6n&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.87;55;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
565;Cabana;256.0;https://www.airbnb.com/rooms/895060438204815468?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_PAOhdS3mAP1i%2Byml&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.80;30;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
566;Casa;125.0;https://www.airbnb.com/rooms/1024468168895224111?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_FW2wd%2FPVGkFCdhU6&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;5.0;9;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
567;Hotel;340.0;https://www.airbnb.com/rooms/25779857?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_hvqn%2BGXi1Fmc82k%2B&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.87;231;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
568;Cabana;1.0;https://www.airbnb.com/rooms/861741846344834155?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_F%2Bv%2Bu7Es5YhVMiUr&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;5.0;12;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
569;Apartamento;350.0;https://www.airbnb.com/rooms/1092156850341293927?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_MPza2MiJGhx8vsv4&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;no_class;5.0;5;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
570;Apartamento;435.0;https://www.airbnb.com/rooms/48078516?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_nP4z6evG%2FmEAcQ7m&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;4.99;109;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
571;Cabana;604.0;https://www.airbnb.com/rooms/787122041267681526?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716235125_pkgskoZOd5DcJ8fq&previous_page_section_name=1000&federated_search_id=93f60b0e-cccb-4697-89bb-7e8103dab4f0;preferido;5.0;33;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
